author.name,date,text,geo.coordinates.coordinates,geo.name,hate_pred,borough,latitude,longitude
Ella Ava Crux | top .000000001 on OF,2022-10-30 03:56:30+00:00,men be lying about their height like i lie about my age,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
Prof. Farah Mendlesohn,2022-10-29 19:57:14+00:00,  it s not old testament  jews don t have heaven or hell  that vicar is just a piece of trash ,,Hounslow,religion,Hounslow,51.4686132,-0.3613471
Zarra Okumephuna,2022-10-29 19:56:38+00:00,men should stop wearing grey sweatpants  it s a sin ,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
🇨🇩 YOU HEARD IT,2022-10-29 17:52:22+00:00,we thank god they got you niggas out  ,,Hackney,racism,Hackney,51.5432402,-0.0493621
andrew,2022-10-29 16:10:02+00:00,    i stay away from companies that sneak toxic substances in their foods too  they get away with it with misleading information that fools the uninformed  why do you think we have a rise is certain illness  partly because of the crap in our food and environment ,,Lewisham,racism,Lewisham,51.4624292,-0.0101787
Donnachadh McCarthy,2022-10-29 15:43:35+00:00, its russia who launched this war  amp  interrupted grain supplies to global south  amp  now threatening them with more food inflation  amp  hunger  nutterly shocking like iraq invasion was shocking   na plague on both your houses ,,Camberwell,racism,Camberwell,51.4745706,-0.0925416
Harris,2022-10-29 14:56:39+00:00,  twat,,Hammersmith,sexism,Hammersmith,51.4920377,-0.2236401
Petter,2022-10-29 11:00:39+00:00, twat,,London,sexism,London,51.5073359,-0.12765
🪷واتِر لیلی🪷,2022-10-29 09:27:24+00:00,  welcome back king  please f  uckislamic regime of iran   n#mahsaamini,,London,religion,London,51.5073359,-0.12765
🍃💚🍃catboy,2022-10-29 09:14:32+00:00, dim wit,,Croydon,disability,Croydon,51.3713049,-0.101957
William,2022-10-29 04:34:00+00:00,some women are so damn weird bro ,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
Radio! King of R&B,2022-10-28 22:51:46+00:00,a wife is better than a friend ,,Barnet,sexism,Barnet,51.65309,-0.2002261
Algis Kuliukas 🇦🇺🇺🇦🇱🇹🇱🇻🇪🇪🇪🇺🇬🇧⚽,2022-10-28 21:01:33+00:00, anyone who has experienced russian occupation directly or indirectly has the right to be russophobic because they are f cking barbarians ,,Richmond,racism,Richmond,51.4613531,-0.3032767
Matthew Carter,2022-10-28 20:01:19+00:00, humans born as male  should not be allowed in female toilets  this is basic people  really really basic stuff ,,Lewisham,sexism,Lewisham,51.4624292,-0.0101787
Sam L M,2022-10-28 19:38:40+00:00,   woman you need to get a life ,,Bromley,sexism,Bromley,51.4028046,0.0148142
A.J. Stranger #UTAG,2022-10-28 17:26:04+00:00, i m not a fan of chinese  especially after what they did in wuhan  the little rascals ,,London,racism,London,51.5073359,-0.12765
Chris 🐾,2022-10-28 16:02:02+00:00, somethings a girl never tells   ,,Paddington,sexism,Paddington,51.5154795,-0.175365
Roddy Dunlop KC,2022-10-28 15:04:04+00:00, could be either  women do that sort of thing all the time      ,,Hillingdon,sexism,Hillingdon,51.542519299999995,-0.44833493117949663
Josephine Raj,2022-10-28 14:00:36+00:00, man s best friend or shall i say woman s best paw  ,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
Lamb 🪐,2022-10-28 13:51:26+00:00,girl  shouldn t have  power  ,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
Danny Armstrong,2022-10-28 11:47:48+00:00,   on behalf of all females ,,Poplar,sexism,Poplar,51.5110713,-0.0144629
Indar Picton-Howell,2022-10-28 10:00:44+00:00, saying  i ve lived as a woman   it s all talk ,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
TC,2022-10-28 08:18:16+00:00, fans videoing themselves at games is sucking the life out of football  twats ,,Bromley,sexism,Bromley,51.4028046,0.0148142
Optimum Publishing International,2022-10-27 22:31:30+00:00,thank you mary kissel for highlighting the greed of the bankers as they finance terrorism  genocide and the death of free markets world wide n nthey are not powerful enough to combat the tyranny that is xi jinping #thechinanexus n n      ss c qbf   sodamt,,London,racism,London,51.5073359,-0.12765
Valerie Fox,2022-10-27 21:57:24+00:00,so with that thought process the only time a woman can be beautiful and successful is if she has a man      ,,London,sexism,London,51.5073359,-0.12765
Mike Kilbinenhalle,2022-10-27 18:36:58+00:00,i ve never felt like i ever have encroached into a female space until i went to a true crime podcast live recording,,London,sexism,London,51.5073359,-0.12765
whyucryingfor,2022-10-27 16:53:02+00:00,it s       almost      and people still think that women work out  go to the gym do any form of physical exercise solely for aesthetic reasons   ,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
carole nightingale,2022-10-27 15:54:13+00:00, twiggy ,,Bromley,sexism,Bromley,51.4028046,0.0148142
Antonis Petrides,2022-10-27 14:27:43+00:00, cunts   ,,Barnet,sexism,Barnet,51.65309,-0.2002261
dallas the blogger,2022-10-27 11:24:07+00:00,the sluttiest thing a man can wear is an oversized carhartt t shirt,,Islington,sexism,Islington,51.5384287,-0.0999051
Erşan Kuneri,2022-10-27 11:09:12+00:00,men s deodorant has you smellin like batteries after like an hour  womens products are elite  ,,Hackney,sexism,Hackney,51.5432402,-0.0493621
Richard Sheahan 💙,2022-10-27 09:13:54+00:00,stupid boy   ,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
Charlie Wade,2022-10-26 22:56:55+00:00,serious question  do any female owned or at least majority staffed finance houses back #elonmusk ,,Hackney,sexism,Hackney,51.5432402,-0.0493621
Arjun Popat,2022-10-26 20:53:03+00:00,jammiest fucking cunts about,,Barnet,sexism,Barnet,51.65309,-0.2002261
Gavin,2022-10-26 20:33:34+00:00, how much concrete has china used in the past decade  how are those  really rare dolphins that were in the way  the beijing smog levels   the ccp will not beat covid but nature will ,,Wandsworth,racism,Wandsworth,51.4570271,-0.1932607
"jane Gray, 💜WOMAN adult human female🇺🇦",2022-10-26 20:14:40+00:00,men are not and will never be women ,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
Tracy Ismail,2022-10-26 17:06:06+00:00,   dreadful woman ,,Islington,sexism,Islington,51.5384287,-0.0999051
Lord Bethell,2022-10-26 13:22:21+00:00,i reject this panglossian depiction of the cotton harvest by the ccp spindoctor in chief that omits the human slavery and child workers   n nthat s why  are taking the uk government to court for its failure to stop #uyghur forced labour cotton from our stores       ,,Camberwell,racism,Camberwell,51.4745706,-0.0925416
Declan Cashin,2022-10-26 10:44:19+00:00,jesus christ  these ghouls continue to find a trapdoor at the bottom of the barrel of their utter rottenness  sbiy,,Poplar,religion,Poplar,51.5110713,-0.0144629
KWEKU APPIAH KUBI🇬🇭,2022-10-26 10:20:38+00:00, from now on i want the west to stop accusing africa of corruption because the west will and always be the most corrupted people on earth  ,,Camden Town,racism,Camden Town,51.5423045,-0.1395604
WholeLottaMelanin✨,2022-10-26 09:55:16+00:00,niggas that start ramming you from the jump have no respect smh,,Croydon,racism,Croydon,51.3713049,-0.101957
ELN 🇧🇷🇯🇵🇮🇱🇬🇧,2022-10-26 06:14:00+00:00, now  needs a woman as their leader,,Poplar,sexism,Poplar,51.5110713,-0.0144629
Dean Baxendale,2022-10-26 05:54:27+00:00,thank you ian  i look forward to meeting you in washington next month as we bring this most prescient tragedy to the people of america n nworld leaders can no longer hide behind the cash and favours doled out by the ccp for their silence and complicity in this human rights tragedy  ,,London,racism,London,51.5073359,-0.12765
Rose Sinclair,2022-10-26 03:14:37+00:00, why does everyone assume it s a male  nin most animal societies females do all the work ,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
Craig & Friends,2022-10-26 00:25:51+00:00, lethal bellend,,Poplar,sexism,Poplar,51.5110713,-0.0144629
SeanFleetwood,2022-10-25 23:35:43+00:00, twat ,,Croydon,sexism,Croydon,51.3713049,-0.101957
YingHuiThe,2022-10-25 21:15:00+00:00, many things made in china could be ,,Paddington,racism,Paddington,51.5154795,-0.175365
jeanne smith,2022-10-25 20:32:23+00:00,absolutely horrific brutality against our pets  our faithful friends  our intelligent superhuman beings  #dogs #shame on #china stop lying about  culture  it s gangsters making money by stealing #dogs and torturing live dogs to death  #evil may they rot in hell for their crimes   ,,Hillingdon,racism,Hillingdon,51.542519299999995,-0.44833493117949663
Eamonn Forde,2022-10-25 20:24:35+00:00,clear off  furry toilet   smemntgz,,Hackney,sexual_orientation,Hackney,51.5432402,-0.0493621
Tricia Tuttle,2022-10-25 20:01:42+00:00, funny  unexpected  cine literate  scary ,,London,disability,London,51.5073359,-0.12765
Roger Stevens,2022-10-25 19:32:11+00:00,protect the mountain gorilla from habitat destruction  poachers and disease  sto #endspeciesism   ,,Islington,racism,Islington,51.5384287,-0.0999051
Warren,2022-10-25 19:13:19+00:00,men vs boys,,Hillingdon,sexism,Hillingdon,51.542519299999995,-0.44833493117949663
Stephanie Rendall,2022-10-25 19:10:16+00:00,  the most normal thing a girl can do    ,,Hounslow,sexism,Hounslow,51.4686132,-0.3613471
Jawnino stan account 4️⃣0️⃣,2022-10-25 17:45:41+00:00,point where u dumb niggaz probably deserve it,,Lambeth,racism,Lambeth,51.4952111,-0.1163354
Barry C Smith,2022-10-25 17:39:53+00:00,deluded still  ,,Camden Town,disability,Camden Town,51.5423045,-0.1395604
Paulo Alessandro🏳️‍🌈,2022-10-25 16:27:57+00:00, that was funny and well observed  nbrexit lifted the tarpaulin and exposed all the racist c ckroaches   we now know they make up about        of the population ,,Lambeth,racism,Lambeth,51.4952111,-0.1163354
John lumb,2022-10-25 13:58:56+00:00,   twat ,,Richmond,sexism,Richmond,51.4613531,-0.3032767
Jonathan Norris,2022-10-25 12:46:09+00:00,  absolute embarrassment of a man these days ,,Hackney,sexism,Hackney,51.5432402,-0.0493621
Adrien De Leener,2022-10-25 08:43:00+00:00, low intellect  ,,Paddington,disability,Paddington,51.5154795,-0.175365
Andrew Forman,2022-10-25 07:17:14+00:00,what s a female penis   ,,Islington,sexism,Islington,51.5384287,-0.0999051
ＬＩＧＨＴ ＨＡＣＫＥＲＳ,2022-10-24 21:23:30+00:00, a girl in my gym today   spent more time on selfies than lifting anything,,London,sexism,London,51.5073359,-0.12765
Antonis Petrides,2022-10-24 20:40:01+00:00, cunts ,,Barnet,sexism,Barnet,51.65309,-0.2002261
Spurspam 🇪🇺🇫🇷❄️,2022-10-24 19:17:02+00:00, random idiots lol,,Hounslow,disability,Hounslow,51.4686132,-0.3613471
Local Foreigner,2022-10-24 18:42:44+00:00,a woman can tell a lot about a guy by the size of his carbon footprint ,,Croydon,sexism,Croydon,51.3713049,-0.101957
Phil Goode,2022-10-24 17:56:03+00:00,   bot talking shite  blocked,,Hackney,disability,Hackney,51.5432402,-0.0493621
Marlene,2022-10-24 17:46:51+00:00, too many frigging perverts in the country   about time the whole mess was sorted stop giving french money for doing nothing ,,Camberwell,racism,Camberwell,51.4745706,-0.0925416
Manish Singh,2022-10-24 12:41:02+00:00,if you re selling your chinese equites now then do you even have an investment strategy   ndid you think #xijinping was going to turn china into a democracy post #ccpcongress,,London,racism,London,51.5073359,-0.12765
dilfsauce,2022-10-24 11:42:14+00:00,    girl anyone can take a big dick   n nthey probably just say  is it in yet  or something mean cause they don t have a personality,,Hackney,sexism,Hackney,51.5432402,-0.0493621
Abimbola 🇳🇬,2022-10-24 10:53:33+00:00, get a man  it s more sustainable and won t add to your energy bills ,,Hillingdon,sexism,Hillingdon,51.542519299999995,-0.44833493117949663
Kam Hong Leung,2022-10-24 10:46:44+00:00,what next for china premier li keqiang  ,,Camberwell,racism,Camberwell,51.4745706,-0.0925416
DMS,2022-10-24 10:05:39+00:00,the one time femi gets it right     ,,London,sexism,London,51.5073359,-0.12765
Jill Nicholls,2022-10-24 09:42:29+00:00,bull in china shop  ,,Hackney,racism,Hackney,51.5432402,-0.0493621
Optimum Publishing International,2022-10-24 07:56:10+00:00,we have arrived in london for the international book launch of the china nexus by  distributed by   n noptimum authors have been exposing the nexus of evil that lies behind the ccp s      plan n nfor fifty years opi has delivered  books that matter   s   t co uzrlf dbay,,London,racism,London,51.5073359,-0.12765
peter moran,2022-10-24 06:47:19+00:00, what a twat,,London,sexism,London,51.5073359,-0.12765
Lord Bethell,2022-10-24 06:11:44+00:00,we allow china to gain influence in the  strategic islands  of the world at our peril   ,,Paddington,racism,Paddington,51.5154795,-0.175365
aq.🦋🦋🦋🦋🦋🦋,2022-10-23 22:38:37+00:00,men put their penis in any bitches mouth as if people don t bite,,Hillingdon,sexism,Hillingdon,51.542519299999995,-0.44833493117949663
mark emlyn evans,2022-10-23 20:53:58+00:00,twat  ,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
Dorothy Cohen,2022-10-23 20:37:33+00:00, china does not want to go back to the days of mao tsi tong but this president seems hell bent on bringing them back  he must be stopped if that is the case he has aready made sure he cannot be challenged but he can and will be,,Barnet,racism,Barnet,51.65309,-0.2002261
E&M,2022-10-23 20:07:18+00:00,  take off your dirty hands from ethiopia,,Hounslow,racism,Hounslow,51.4686132,-0.3613471
Qwabena Nyametease 🇬🇧🇬🇭,2022-10-23 19:49:58+00:00,   am even surprised  such an inane comment from a lady   ,,Hillingdon,sexism,Hillingdon,51.542519299999995,-0.44833493117949663
roxanne g. randel,2022-10-23 16:58:44+00:00,real men don t run  they protect  ,,London,sexism,London,51.5073359,-0.12765
J THFC1978,2022-10-23 16:48:11+00:00,sess please fuck off    ,,City of London,sexism,City of London,51.5156177,-0.0919983
Qwabena Nyametease 🇬🇧🇬🇭,2022-10-23 16:17:39+00:00, a woman knows she doesn t like the boy but will still chop ein money and leave        why      ,,Hillingdon,sexism,Hillingdon,51.542519299999995,-0.44833493117949663
#FreePalestine🇵🇸,2022-10-23 16:03:48+00:00,fucking stupid #coys,,Camden Town,disability,Camden Town,51.5423045,-0.1395604
Amira,2022-10-23 15:54:34+00:00, using quranic scripts won t win you votes  please stop preaching it really doesn t suit you  khota chor,,Lambeth,religion,Lambeth,51.4952111,-0.1163354
TQ,2022-10-23 13:14:21+00:00, bruh when them niggas crumble  they crumble,,Hackney,racism,Hackney,51.5432402,-0.0493621
Odogwu,2022-10-23 11:28:54+00:00,women are not good people  ,,Croydon,sexism,Croydon,51.3713049,-0.101957
Dimitri Scarlato,2022-10-23 10:36:34+00:00,this is how a standard #tory debates  by not taking responsibilities  blaming the others and bringing in the chinese communist party as a reason to support the shitstorm they created  #toriesdestroyingourcountry #generalelectionn w  ,,Barnet,racism,Barnet,51.65309,-0.2002261
phil zimmerman,2022-10-23 09:36:56+00:00,   i don t think the chinese are as stupid as we are ,,Hounslow,racism,Hounslow,51.4686132,-0.3613471
Sex Life In Zambia,2022-10-23 07:28:59+00:00,sex is meant to create life          once a man reaches that s it  anything else that you do during and after is unnecessary  ,,London,sexism,London,51.5073359,-0.12765
longcrendon,2022-10-23 07:01:55+00:00, the ego of the woman is hideous   i have always subscribed to the theory that you might get the thing you have always desired  but once you get it you are tested and your weaknesses are revealed ,,Hammersmith,sexism,Hammersmith,51.4920377,-0.2236401
Burnley Dave:Not woke just human.💙🌈🍺🇪🇺,2022-10-22 22:41:19+00:00,  never trust a man that can t cook ,,Lewisham,sexism,Lewisham,51.4624292,-0.0101787
Amira,2022-10-22 21:04:39+00:00, stupid thick woman ,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
James Rogers,2022-10-22 20:16:25+00:00,xi is demonstrating his arbitrary power  the #china we dealing with is a totalitarian state  the     s are going to be a rough time  we need to upgrade our defences  turf chinese companies out of our economy  and pursue technological dominance in every sector     sz m ,,Camberwell,racism,Camberwell,51.4745706,-0.0925416
Clive Lewis,2022-10-22 19:44:40+00:00, very smart really nice    ,,Camden Town,disability,Camden Town,51.5423045,-0.1395604
The Dulwich Raider🌴,2022-10-22 19:33:00+00:00,    twot ,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
Martin Hall,2022-10-22 19:11:55+00:00,china s xi wants to rule the world   that is beyond doubt  unlike russia his plans are not by direct military means but by gradually taking over each country by controlling their resources education centres financial debts and their cultures  the western countries must be ready   ,,Barnet,racism,Barnet,51.65309,-0.2002261
⭐⭐Baron von Nilesy🌍,2022-10-22 19:07:04+00:00,i m fucking fuming  mank twats ,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
William Hill,2022-10-22 18:48:19+00:00, does #pennymordant know what a woman is first    #toryleadershipcontest,,Croydon,sexism,Croydon,51.3713049,-0.101957
Him Jones,2022-10-22 18:11:45+00:00,i hope he fucking d es  stupid cunt,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
Jeevan George,2022-10-22 17:31:10+00:00, should ask my gf ,,Hillingdon,sexism,Hillingdon,51.542519299999995,-0.44833493117949663
Patrick Wolter,2022-10-22 17:10:26+00:00,  what a twat,,Bromley,sexism,Bromley,51.4028046,0.0148142
Dick McGirr,2022-10-22 17:10:15+00:00,   read more  u s  companies a re shoring their manufacturing as fast as they can  the rolling covid lockdowns in china have shown  once and for all  that china is an unreliable source  also  the us has about the lowest energy prices in the world ,,London,racism,London,51.5073359,-0.12765
Ash,2022-10-22 14:47:17+00:00, the hatred spewing out of islamism is really one the vile elements of this religion ,,Hillingdon,religion,Hillingdon,51.542519299999995,-0.44833493117949663
Banx,2022-10-22 13:48:53+00:00,     in cuntry life  too,,Paddington,sexism,Paddington,51.5154795,-0.175365
Adam Farnsworth,2022-10-22 10:53:43+00:00, ask her what a woman is ,,Romford,sexism,Romford,51.5760462,0.1822646
aspaceforusnow,2022-10-22 09:44:11+00:00, hell yeah  i m  england  celebrating guy fawkes and the burning of parliament   nhalloween  day of the dead     nsince when  curmudgeon in me says this is a capitalist ploy to flog more c and colonise culture    ,,Camden Town,racism,Camden Town,51.5423045,-0.1395604
Liz Nicholls,2022-10-22 09:10:33+00:00,      it takes a certain type of bitch to be able to do it  ,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
VALENTINA 🇦🇴,2022-10-21 23:13:56+00:00,men used to build and hunt,,Croydon,sexism,Croydon,51.3713049,-0.101957
Christopher Welch,2022-10-21 22:07:09+00:00, a twat ,,Lewisham,sexism,Lewisham,51.4624292,-0.0101787
gerard lawlor,2022-10-21 20:44:56+00:00, a bit misogynist  it s probably a man  the women get blamed for everything  ,,Hillingdon,sexism,Hillingdon,51.542519299999995,-0.44833493117949663
"jane Gray, 💜WOMAN adult human female🇺🇦",2022-10-21 20:32:29+00:00,when i have a smear i would only expect a women to perform it   this is me at my most vulnerable snd i would refuse a man however they identify ,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
"jane Gray, 💜WOMAN adult human female🇺🇦",2022-10-21 19:48:27+00:00,women are women unless they are men ,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
Andrew Thatcher,2022-10-21 19:16:01+00:00,  twat is the correct answer,,Bromley,sexism,Bromley,51.4028046,0.0148142
Odogwu,2022-10-21 18:01:48+00:00, women lie unprovoked,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
Vera okotie,2022-10-21 17:10:24+00:00, democracy has been abused by nigeria politicians making me to conclude that nigeria is too young to handle democracy  nigerians must now seek for another colonisation to get sense  shame on apcpdp for their greed and wickedness to mankind ,,Lambeth,racism,Lambeth,51.4952111,-0.1163354
daveno7,2022-10-21 17:00:06+00:00,the twats are out tonight,,Croydon,sexism,Croydon,51.3713049,-0.101957
ContagiousAdaora,2022-10-21 16:28:14+00:00,  na your popsi dey knack am  idiot  ,,Barnet,disability,Barnet,51.65309,-0.2002261
Jack Faulkner,2022-10-21 14:36:16+00:00, some cunt is out of the running from the get go ,,Hackney,sexism,Hackney,51.5432402,-0.0493621
FranCfc ⭐️⭐️🏴󠁧󠁢󠁳󠁣󠁴󠁿🇨🇦,2022-10-21 14:20:49+00:00,grandpa lol  dam fool  ,,Croydon,disability,Croydon,51.3713049,-0.101957
GraceListon,2022-10-21 13:55:48+00:00, what s a girl gonna do  a diamonds got a shine   ncould not relate more #tsmidnights,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
Rosemarie D-G,2022-10-21 13:18:58+00:00,   sister chine  this is no joke  even the most remote possibility must be rebuked  let all god s people say amen ,,Croydon,racism,Croydon,51.3713049,-0.101957
David Marlowe Bastin,2022-10-21 13:01:39+00:00, i need a woman with big     ,,Barnet,sexism,Barnet,51.65309,-0.2002261
⚜𝕲𝖔𝖔𝖓𝖊𝖗𝕷𝖔𝖛𝖊𝖗69⚜,2022-10-21 12:54:43+00:00, lol big feet doesn t equal the size of a man s brain         ,,Croydon,sexism,Croydon,51.3713049,-0.101957
Kelechi-dono 🦅,2022-10-21 09:27:35+00:00,niggas die everyday b,,Lewisham,racism,Lewisham,51.4624292,-0.0101787
matt,2022-10-21 09:10:16+00:00,vigilante shit was written for geminis,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
Lorraine Clover,2022-10-20 20:19:32+00:00, incrediblely stupid,,Lewisham,disability,Lewisham,51.4624292,-0.0101787
Odogwu,2022-10-20 18:28:24+00:00,women won t allow men rest  ,,Croydon,sexism,Croydon,51.3713049,-0.101957
Matthew Carter,2022-10-20 18:08:32+00:00,   pr women  no good at all  ,,Lewisham,sexism,Lewisham,51.4624292,-0.0101787
longcrendon,2022-10-20 15:44:02+00:00,  crikey the woman is dangerous and should be allowed near the hoc,,Hammersmith,sexism,Hammersmith,51.4920377,-0.2236401
adee,2022-10-20 14:04:23+00:00, are you retarded ,,Hammersmith,disability,Hammersmith,51.4920377,-0.2236401
Cal,2022-10-20 13:36:51+00:00,horrible cunts  ,,Romford,sexism,Romford,51.5760462,0.1822646
Odogwu,2022-10-20 13:27:55+00:00,women are not good people  szm,,Croydon,sexism,Croydon,51.3713049,-0.101957
dallas the blogger,2022-10-20 13:21:41+00:00,women love things that last six weeks,,Islington,sexism,Islington,51.5384287,-0.0999051
millsey.,2022-10-20 12:42:22+00:00,woman do not in fact run the world  ,,Islington,sexism,Islington,51.5384287,-0.0999051
Kate Griffiths-Lambeth,2022-10-20 12:38:01+00:00,the chinese curse of  may you live in interesting times  keeps coming to mind,,Lambeth,racism,Lambeth,51.4952111,-0.1163354
Paul,2022-10-20 11:36:33+00:00,  are you even a woman if you don t have to hide your penis   ,,London,sexism,London,51.5073359,-0.12765
Freddie,2022-10-20 10:14:07+00:00,horse faced cunt,,Barnet,sexism,Barnet,51.65309,-0.2002261
Indar Picton-Howell,2022-10-20 09:49:18+00:00,     and if they re forced to sit next to a woman  they ll die    n ,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
Sacha Coward,2022-10-20 08:26:42+00:00, literally an empty lil china head,,Camden Town,racism,Camden Town,51.5423045,-0.1395604
Important Message (Official),2022-10-20 07:24:26+00:00,china    men from china embassy in uk assaulted hong kong youngsters  sebgkq,,London,racism,London,51.5073359,-0.12765
"jane Gray, 💜WOMAN adult human female🇺🇦",2022-10-20 07:10:54+00:00,just another boring old misogynist   twat  ,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
Lee,2022-10-20 01:37:21+00:00, wat a complete twat,,Hillingdon,sexism,Hillingdon,51.542519299999995,-0.44833493117949663
Odogwu,2022-10-19 22:43:46+00:00,men don t cheat  this is cap    ,,Croydon,sexism,Croydon,51.3713049,-0.101957
Aram,2022-10-19 22:12:01+00:00,men are just disappointment,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
Odogwu,2022-10-19 21:10:43+00:00,women are evil  ,,Croydon,sexism,Croydon,51.3713049,-0.101957
Cal,2022-10-19 21:01:13+00:00,i hate this weird cunt  ,,Romford,sexism,Romford,51.5760462,0.1822646
Lee Wilkinson,2022-10-19 18:50:59+00:00,    give a guy a break so much to remember these days around meeting etiquette,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
Stefanie Amini 🚀,2022-10-19 18:48:55+00:00, for the sake of humanity  go away you communist ,,City of London,racism,City of London,51.5156177,-0.0919983
𝖄𝖆𝖘𝖒𝖎𝖓 🖤,2022-10-19 17:42:36+00:00,london is not a place for a girl to be cutting around on her own ,,Barnet,sexism,Barnet,51.65309,-0.2002261
Odogwu,2022-10-19 15:45:48+00:00,  women lie unprovoked,,Croydon,sexism,Croydon,51.3713049,-0.101957
David Hardcastle,2022-10-19 14:38:07+00:00, the woman should be sanctioned ,,Hackney,sexism,Hackney,51.5432402,-0.0493621
Teri Carson ☠️ 🇮🇪 💀 🇨🇮 ☠️,2022-10-19 14:20:14+00:00,  also  free moderate  decent jews from #zionism ,,Islington,religion,Islington,51.5384287,-0.0999051
Latika M Bourke,2022-10-19 13:46:57+00:00,bob says he is still hurting from his injuries and of the chinese officials pulling hair from his scalp  that s barbaric    ,,London,racism,London,51.5073359,-0.12765
Latika M Bourke,2022-10-19 13:39:52+00:00,lord alton  says he hopes this incident has opened people s eyes to what we re dealing with when it comes to the ccp  n nhe says the men involved are all identifiable via photos and social media and should be sent home to china immediately ,,London,racism,London,51.5073359,-0.12765
Peter Gibson,2022-10-19 13:26:12+00:00, what planet are these yuppie dickheads on     ,,Romford,racism,Romford,51.5760462,0.1822646
Indar Picton-Howell,2022-10-19 12:49:32+00:00, going be messy  stand  worse than men ,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
ＬＩＧＨＴ ＨＡＣＫＥＲＳ,2022-10-19 12:25:01+00:00, richard   obviously,,London,disability,London,51.5073359,-0.12765
ＬＩＧＨＴ ＨＡＣＫＥＲＳ,2022-10-19 12:24:38+00:00, richard   obviously,,London,disability,London,51.5073359,-0.12765
Lumy 😀,2022-10-19 12:19:27+00:00,haa indeed  they have finished nigeria  and want to feast of the carcass  ,,Camberwell,racism,Camberwell,51.4745706,-0.0925416
Odogwu,2022-10-19 10:00:13+00:00,prolly running away from a woman s wickedness  ,,Croydon,sexism,Croydon,51.3713049,-0.101957
Odogwu,2022-10-19 09:19:40+00:00,women lie unprovoked  ,,Croydon,sexism,Croydon,51.3713049,-0.101957
Emma 🧡,2022-10-19 08:56:54+00:00,women rambling on about the new world order should really be shut down by  she s just peddling lies and conspiracies,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
Odogwu,2022-10-19 08:22:36+00:00,na guys dey kiss  no issue  why man go dey kiss woman   e no dey hear say women wicked   ,,London,sexism,London,51.5073359,-0.12765
bassam sheikh hsein fan club,2022-10-19 07:50:37+00:00,a relationship should be       i do all her work and chores for her and she lets me sit next to her and look at her,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
Jordan,2022-10-19 07:26:03+00:00,hope we twat everton tonight  little arms meltdown incoming   ,,Paddington,sexism,Paddington,51.5154795,-0.175365
iMicheal,2022-10-19 06:41:19+00:00,any human that control  intimidate  and manipulate another human body  comes from the devil  satan demonic and evil  spirit the demonic spirit are illegal on earth by infiltrating the human they tried to exist and become legal ,,Romford,religion,Romford,51.5760462,0.1822646
alan ridgley,2022-10-19 05:35:12+00:00, cokehead,,Islington,sexual_orientation,Islington,51.5384287,-0.0999051
Sean,2022-10-18 22:28:23+00:00,  bless your retarded brain,,City of London,disability,City of London,51.5156177,-0.0919983
NOISY ALIEN HUNTER,2022-10-18 22:11:20+00:00,sylph aliens swarming dumb twats head  ,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
David Hardcastle,2022-10-18 20:56:41+00:00,  disgraceful paper  disgusting government  leave these shores and go back to your sad disgusting lives ,,Hackney,racism,Hackney,51.5432402,-0.0493621
Anand Aggala,2022-10-18 19:48:31+00:00, firstly videos like this should never be  posted  because we are making the illiterate dumb ass stupid puppet popular  police in a p are puppets  amp  puppet master always runs the show from the background   is a p a democratic  state or under dictator rule  it s a real shame   ,,London,racism,London,51.5073359,-0.12765
Shameema Yousuf,2022-10-18 19:23:09+00:00,it s a natural course of maturation in the female body different to men  women manage symptoms and still produce in their work  #maturewomen  ,,Wandsworth,sexism,Wandsworth,51.4570271,-0.1932607
Avoid_me,2022-10-18 19:06:06+00:00,why womans mess with my heart soo much,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
